dyad,spk,cond,sess,sent,file_path,file_name,lang,sex
d0102,1,main,25,50,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main25_50_mono.wav,d0102_1_main25_50_mono.wav,IT,M
d0102,1,main,25,52,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main25_52_mono.wav,d0102_1_main25_52_mono.wav,IT,M
d0102,1,main,25,54,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main25_54_mono.wav,d0102_1_main25_54_mono.wav,IT,M
d0102,1,main,25,56,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main25_56_mono.wav,d0102_1_main25_56_mono.wav,IT,M
d0102,1,main,25,58,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main25_58_mono.wav,d0102_1_main25_58_mono.wav,IT,M
d0102,1,main,25,60,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main25_60_mono.wav,d0102_1_main25_60_mono.wav,IT,M
d0102,1,main,25,62,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main25_62_mono.wav,d0102_1_main25_62_mono.wav,IT,M
d0102,1,main,25,64,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main25_64_mono.wav,d0102_1_main25_64_mono.wav,IT,M
d0102,1,main,25,66,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main25_66_mono.wav,d0102_1_main25_66_mono.wav,IT,M
d0102,1,main,25,68,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main25_68_mono.wav,d0102_1_main25_68_mono.wav,IT,M
d0102,1,main,25,70,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main25_70_mono.wav,d0102_1_main25_70_mono.wav,IT,M
d0102,1,main,25,72,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main25_72_mono.wav,d0102_1_main25_72_mono.wav,IT,M
d0102,1,main,25,74,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main25_74_mono.wav,d0102_1_main25_74_mono.wav,IT,M
d0102,1,main,25,76,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main25_76_mono.wav,d0102_1_main25_76_mono.wav,IT,M
d0102,1,main,25,78,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main25_78_mono.wav,d0102_1_main25_78_mono.wav,IT,M
d0102,1,main,25,80,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main25_80_mono.wav,d0102_1_main25_80_mono.wav,IT,M
d0102,1,main,50,2,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_2_mono.wav,d0102_1_main50_2_mono.wav,IT,M
d0102,1,main,50,4,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_4_mono.wav,d0102_1_main50_4_mono.wav,IT,M
d0102,1,main,50,6,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_6_mono.wav,d0102_1_main50_6_mono.wav,IT,M
d0102,1,main,50,8,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_8_mono.wav,d0102_1_main50_8_mono.wav,IT,M
d0102,1,main,50,10,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_10_mono.wav,d0102_1_main50_10_mono.wav,IT,M
d0102,1,main,50,12,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_12_mono.wav,d0102_1_main50_12_mono.wav,IT,M
d0102,1,main,50,14,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_14_mono.wav,d0102_1_main50_14_mono.wav,IT,M
d0102,1,main,50,16,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_16_mono.wav,d0102_1_main50_16_mono.wav,IT,M
d0102,1,main,50,18,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_18_mono.wav,d0102_1_main50_18_mono.wav,IT,M
d0102,1,main,50,20,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_20_mono.wav,d0102_1_main50_20_mono.wav,IT,M
d0102,1,main,50,22,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_22_mono.wav,d0102_1_main50_22_mono.wav,IT,M
d0102,1,main,50,24,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_24_mono.wav,d0102_1_main50_24_mono.wav,IT,M
d0102,1,main,50,26,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_26_mono.wav,d0102_1_main50_26_mono.wav,IT,M
d0102,1,main,50,28,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_28_mono.wav,d0102_1_main50_28_mono.wav,IT,M
d0102,1,main,50,30,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_30_mono.wav,d0102_1_main50_30_mono.wav,IT,M
d0102,1,main,50,32,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_32_mono.wav,d0102_1_main50_32_mono.wav,IT,M
d0102,1,main,50,34,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_34_mono.wav,d0102_1_main50_34_mono.wav,IT,M
d0102,1,main,50,36,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_36_mono.wav,d0102_1_main50_36_mono.wav,IT,M
d0102,1,main,50,38,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_38_mono.wav,d0102_1_main50_38_mono.wav,IT,M
d0102,1,main,50,40,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_40_mono.wav,d0102_1_main50_40_mono.wav,IT,M
d0102,1,main,50,42,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_42_mono.wav,d0102_1_main50_42_mono.wav,IT,M
d0102,1,main,50,44,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_44_mono.wav,d0102_1_main50_44_mono.wav,IT,M
d0102,1,main,50,46,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_46_mono.wav,d0102_1_main50_46_mono.wav,IT,M
d0102,1,main,50,48,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_48_mono.wav,d0102_1_main50_48_mono.wav,IT,M
d0102,1,main,50,50,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_50_mono.wav,d0102_1_main50_50_mono.wav,IT,M
d0102,1,main,50,52,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_52_mono.wav,d0102_1_main50_52_mono.wav,IT,M
d0102,1,main,50,54,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_54_mono.wav,d0102_1_main50_54_mono.wav,IT,M
d0102,1,main,50,56,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_56_mono.wav,d0102_1_main50_56_mono.wav,IT,M
d0102,1,main,50,58,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_58_mono.wav,d0102_1_main50_58_mono.wav,IT,M
d0102,1,main,50,60,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_60_mono.wav,d0102_1_main50_60_mono.wav,IT,M
d0102,1,main,50,62,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_62_mono.wav,d0102_1_main50_62_mono.wav,IT,M
d0102,1,main,50,64,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_64_mono.wav,d0102_1_main50_64_mono.wav,IT,M
d0102,1,main,50,66,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_66_mono.wav,d0102_1_main50_66_mono.wav,IT,M
d0102,1,main,50,68,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_68_mono.wav,d0102_1_main50_68_mono.wav,IT,M
d0102,1,main,50,70,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_70_mono.wav,d0102_1_main50_70_mono.wav,IT,M
d0102,1,main,50,72,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_72_mono.wav,d0102_1_main50_72_mono.wav,IT,M
d0102,1,main,50,74,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_74_mono.wav,d0102_1_main50_74_mono.wav,IT,M
d0102,1,main,50,76,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_76_mono.wav,d0102_1_main50_76_mono.wav,IT,M
d0102,1,main,50,78,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_78_mono.wav,d0102_1_main50_78_mono.wav,IT,M
d0102,1,main,50,80,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_main50_80_mono.wav,d0102_1_main50_80_mono.wav,IT,M
d0102,1,imitation,555,1,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_1_mono.wav,d0102_1_imitation555_1_mono.wav,IT,M
d0102,1,imitation,555,2,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_2_mono.wav,d0102_1_imitation555_2_mono.wav,IT,M
d0102,1,imitation,555,3,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_3_mono.wav,d0102_1_imitation555_3_mono.wav,IT,M
d0102,1,imitation,555,4,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_4_mono.wav,d0102_1_imitation555_4_mono.wav,IT,M
d0102,1,imitation,555,5,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_5_mono.wav,d0102_1_imitation555_5_mono.wav,IT,M
d0102,1,imitation,555,6,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_6_mono.wav,d0102_1_imitation555_6_mono.wav,IT,M
d0102,1,imitation,555,7,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_7_mono.wav,d0102_1_imitation555_7_mono.wav,IT,M
d0102,1,imitation,555,8,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_8_mono.wav,d0102_1_imitation555_8_mono.wav,IT,M
d0102,1,imitation,555,9,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_9_mono.wav,d0102_1_imitation555_9_mono.wav,IT,M
d0102,1,imitation,555,10,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_10_mono.wav,d0102_1_imitation555_10_mono.wav,IT,M
d0102,1,imitation,555,11,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_11_mono.wav,d0102_1_imitation555_11_mono.wav,IT,M
d0102,1,imitation,555,12,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_12_mono.wav,d0102_1_imitation555_12_mono.wav,IT,M
d0102,1,imitation,555,13,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_13_mono.wav,d0102_1_imitation555_13_mono.wav,IT,M
d0102,1,imitation,555,14,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_14_mono.wav,d0102_1_imitation555_14_mono.wav,IT,M
d0102,1,imitation,555,15,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_15_mono.wav,d0102_1_imitation555_15_mono.wav,IT,M
d0102,1,imitation,555,16,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_16_mono.wav,d0102_1_imitation555_16_mono.wav,IT,M
d0102,1,imitation,555,17,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_17_mono.wav,d0102_1_imitation555_17_mono.wav,IT,M
d0102,1,imitation,555,18,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_18_mono.wav,d0102_1_imitation555_18_mono.wav,IT,M
d0102,1,imitation,555,19,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_19_mono.wav,d0102_1_imitation555_19_mono.wav,IT,M
d0102,1,imitation,555,20,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_20_mono.wav,d0102_1_imitation555_20_mono.wav,IT,M
d0102,1,imitation,555,21,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_21_mono.wav,d0102_1_imitation555_21_mono.wav,IT,M
d0102,1,imitation,555,22,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_22_mono.wav,d0102_1_imitation555_22_mono.wav,IT,M
d0102,1,imitation,555,23,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_23_mono.wav,d0102_1_imitation555_23_mono.wav,IT,M
d0102,1,imitation,555,24,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_24_mono.wav,d0102_1_imitation555_24_mono.wav,IT,M
d0102,1,imitation,555,25,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_25_mono.wav,d0102_1_imitation555_25_mono.wav,IT,M
d0102,1,imitation,555,26,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_26_mono.wav,d0102_1_imitation555_26_mono.wav,IT,M
d0102,1,imitation,555,27,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_27_mono.wav,d0102_1_imitation555_27_mono.wav,IT,M
d0102,1,imitation,555,28,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_28_mono.wav,d0102_1_imitation555_28_mono.wav,IT,M
d0102,1,imitation,555,29,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_29_mono.wav,d0102_1_imitation555_29_mono.wav,IT,M
d0102,1,imitation,555,30,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_30_mono.wav,d0102_1_imitation555_30_mono.wav,IT,M
d0102,1,imitation,555,31,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_31_mono.wav,d0102_1_imitation555_31_mono.wav,IT,M
d0102,1,imitation,555,32,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_32_mono.wav,d0102_1_imitation555_32_mono.wav,IT,M
d0102,1,imitation,555,33,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_33_mono.wav,d0102_1_imitation555_33_mono.wav,IT,M
d0102,1,imitation,555,34,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_34_mono.wav,d0102_1_imitation555_34_mono.wav,IT,M
d0102,1,imitation,555,35,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_35_mono.wav,d0102_1_imitation555_35_mono.wav,IT,M
d0102,1,imitation,555,36,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_36_mono.wav,d0102_1_imitation555_36_mono.wav,IT,M
d0102,1,imitation,555,37,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_37_mono.wav,d0102_1_imitation555_37_mono.wav,IT,M
d0102,1,imitation,555,38,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_38_mono.wav,d0102_1_imitation555_38_mono.wav,IT,M
d0102,1,imitation,555,39,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_39_mono.wav,d0102_1_imitation555_39_mono.wav,IT,M
d0102,1,imitation,555,40,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_40_mono.wav,d0102_1_imitation555_40_mono.wav,IT,M
d0102,1,imitation,555,41,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_41_mono.wav,d0102_1_imitation555_41_mono.wav,IT,M
d0102,1,imitation,555,42,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_42_mono.wav,d0102_1_imitation555_42_mono.wav,IT,M
d0102,1,imitation,555,43,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_43_mono.wav,d0102_1_imitation555_43_mono.wav,IT,M
d0102,1,imitation,555,44,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_44_mono.wav,d0102_1_imitation555_44_mono.wav,IT,M
d0102,1,imitation,555,45,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_45_mono.wav,d0102_1_imitation555_45_mono.wav,IT,M
d0102,1,imitation,555,46,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_46_mono.wav,d0102_1_imitation555_46_mono.wav,IT,M
d0102,1,imitation,555,47,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_47_mono.wav,d0102_1_imitation555_47_mono.wav,IT,M
d0102,1,imitation,555,48,/NASstorage/Dataset/Reading_task-Dorina/Italian/wav/d0102_1_imitation555_48_mono.wav,d0102_1_imitation555_48_mono.wav,IT,M
