dyad,speaker,session,sentence,duration(s),size(K),file_name
4243,42,main50,78,6.07,523.09,d4243_42_main50_78_mono.wav
4243,43,main50,17,5.12,441.07,d4243_43_main50_17_mono.wav
3839,38,main50,70,3.4,293.16,d3839_38_main50_70_mono.wav
3435,34,main50,74,4.96,427.54,d3435_34_main50_74_mono.wav
4445,44,main50,16,4.67,402.53,d4445_44_main50_16_mono.wav
4849,48,main50,12,6.49,558.69,d4849_48_main50_12_mono.wav
4041,41,main50,1,5.66,487.18,d4041_41_main50_1_mono.wav
4647,47,main50,65,6.79,584.55,d4647_47_main50_65_mono.wav
4041,40,main50,64,4.84,416.87,d4041_40_main50_64_mono.wav
3435,35,main50,7,5.59,481.64,d3435_35_main50_7_mono.wav
4243,42,main50,30,5.69,490.07,d4243_42_main50_30_mono.wav
3839,39,main50,57,5.34,459.75,d3839_39_main50_57_mono.wav
3435,35,main50,53,3.99,343.39,d3435_35_main50_53_mono.wav
4445,45,main50,31,7.59,653.41,d4445_45_main50_31_mono.wav
4849,49,main50,35,4.47,385.36,d4849_49_main50_35_mono.wav
5051,50,main50,18,5.91,508.67,d5051_50_main50_18_mono.wav
4647,46,main50,42,4.1,353.61,d4647_46_main50_42_mono.wav
3637,36,main50,20,3.9,336.23,d3637_36_main50_20_mono.wav
4243,43,main50,9,2.64,227.17,d4243_43_main50_9_mono.wav
3031,31,main50,21,3.27,281.3,d3031_31_main50_21_mono.wav
4041,41,main50,43,5.57,480.08,d4041_41_main50_43_mono.wav
4849,48,main50,80,6.31,543.22,d4849_48_main50_80_mono.wav
3435,35,main50,67,4.27,367.88,d3435_35_main50_67_mono.wav
3839,39,main50,63,3.94,339.04,d3839_39_main50_63_mono.wav
4647,46,main50,76,3.57,307.65,d4647_46_main50_76_mono.wav
3637,36,main50,14,4.87,419.7,d3637_36_main50_14_mono.wav
3031,31,main50,15,5.04,434.46,d3031_31_main50_15_mono.wav
4041,41,main50,77,6.51,560.34,d4041_41_main50_77_mono.wav
4243,43,main50,23,6.12,527.35,d4243_43_main50_23_mono.wav
3435,34,main50,40,4.48,385.78,d3435_34_main50_40_mono.wav
3839,38,main50,44,7.99,688.09,d3839_38_main50_44_mono.wav
4849,48,main50,26,7.09,610.66,d4849_48_main50_26_mono.wav
4445,44,main50,22,3.64,313.48,d4445_44_main50_22_mono.wav
4647,46,main50,4,5.24,451.21,d4647_46_main50_4_mono.wav
4647,47,main50,51,5.04,434.13,d4647_47_main50_51_mono.wav
3637,37,main50,33,5.47,471.14,d3637_37_main50_33_mono.wav
3031,30,main50,32,4.22,363.12,d3031_30_main50_32_mono.wav
4041,40,main50,50,3.91,336.57,d4041_40_main50_50_mono.wav
4849,49,main50,49,5.54,476.91,d4849_49_main50_49_mono.wav
5051,50,main50,64,3.84,330.64,d5051_50_main50_64_mono.wav
4041,40,main50,18,7.11,612.03,d4041_40_main50_18_mono.wav
4647,47,main50,19,4.41,379.47,d4647_47_main50_19_mono.wav
5051,51,main50,43,7.49,645.21,d5051_51_main50_43_mono.wav
4647,46,main50,48,5.57,480.04,d4647_46_main50_48_mono.wav
4243,43,main50,3,4.9,422.47,d4243_43_main50_3_mono.wav
4041,41,main50,49,5.17,445.22,d4041_41_main50_49_mono.wav
3637,37,main50,5,5.82,501.41,d3637_37_main50_5_mono.wav
3435,35,main50,59,7.39,636.56,d3435_35_main50_59_mono.wav
5051,50,main50,12,6.69,576.01,d5051_50_main50_12_mono.wav
5051,50,main50,80,6.22,536.08,d5051_50_main50_80_mono.wav
5051,51,main50,35,4.44,382.54,d5051_51_main50_35_mono.wav
4849,48,main50,18,5.27,453.93,d4849_48_main50_18_mono.wav
4849,49,main50,77,8.37,721.19,d4849_49_main50_77_mono.wav
4445,45,main50,73,4.47,385.13,d4445_45_main50_73_mono.wav
3435,35,main50,11,5.39,464.66,d3435_35_main50_11_mono.wav
3839,39,main50,15,4.6,396.56,d3839_39_main50_15_mono.wav
4243,42,main50,72,5.39,463.99,d4243_42_main50_72_mono.wav
5051,51,main50,5,5.02,432.7,d5051_51_main50_5_mono.wav
3031,31,main50,63,3.69,318.12,d3031_31_main50_63_mono.wav
3637,36,main50,62,4.82,415.04,d3637_36_main50_62_mono.wav
4849,48,main50,50,3.77,324.91,d4849_48_main50_50_mono.wav
4445,44,main50,54,5.47,471.27,d4445_44_main50_54_mono.wav
3435,34,main50,36,7.86,677.4,d3435_34_main50_36_mono.wav
3839,38,main50,32,3.8,327.71,d3839_38_main50_32_mono.wav
4243,43,main50,55,4.37,376.6,d4243_43_main50_55_mono.wav
4041,40,main50,26,9.42,811.64,d4041_40_main50_26_mono.wav
3031,30,main50,44,8.5,732.33,d3031_30_main50_44_mono.wav
3637,37,main50,45,4.61,396.74,d3637_37_main50_45_mono.wav
4647,47,main50,27,6.35,547.26,d4647_47_main50_27_mono.wav
4445,45,main50,19,4.44,382.24,d4445_45_main50_19_mono.wav
4243,42,main50,18,4.8,413.76,d4243_42_main50_18_mono.wav
5051,50,main50,30,6.46,556.24,d5051_50_main50_30_mono.wav
5051,51,main50,17,6.96,599.17,d5051_51_main50_17_mono.wav
3839,38,main50,58,4.64,399.68,d3839_38_main50_58_mono.wav
5051,50,main50,78,7.01,603.55,d5051_50_main50_78_mono.wav
4243,42,main50,50,3.27,281.77,d4243_42_main50_50_mono.wav
4445,45,main50,51,8.07,695.47,d4445_45_main50_51_mono.wav
4849,49,main50,55,3.7,319.08,d4849_49_main50_55_mono.wav
3839,39,main50,37,6.42,553.11,d3839_39_main50_37_mono.wav
3435,35,main50,33,7.37,634.51,d3435_35_main50_33_mono.wav
3637,36,main50,40,4.3,370.74,d3637_36_main50_40_mono.wav
4647,46,main50,22,3.64,313.53,d4647_46_main50_22_mono.wav
4041,41,main50,23,5.87,505.73,d4041_41_main50_23_mono.wav
3031,31,main50,41,3.33,286.84,d3031_31_main50_41_mono.wav
4243,43,main50,77,6.94,597.7,d4243_43_main50_77_mono.wav
4445,44,main50,76,4.27,367.93,d4445_44_main50_76_mono.wav
4849,48,main50,72,6.42,552.98,d4849_48_main50_72_mono.wav
3839,38,main50,10,4.5,387.95,d3839_38_main50_10_mono.wav
3435,34,main50,14,4.71,405.61,d3435_34_main50_14_mono.wav
3637,37,main50,67,3.61,310.73,d3637_37_main50_67_mono.wav
3031,30,main50,66,4.76,409.75,d3031_30_main50_66_mono.wav
4445,45,main50,7,5.58,481.09,d4445_45_main50_7_mono.wav
3031,31,main50,1,4.76,409.79,d3031_31_main50_1_mono.wav
3839,39,main50,41,3.67,316.1,d3839_39_main50_41_mono.wav
3435,35,main50,45,5.62,484.45,d3435_35_main50_45_mono.wav
4445,45,main50,27,7.25,624.86,d4445_45_main50_27_mono.wav
4849,49,main50,23,6.65,573.2,d4849_49_main50_23_mono.wav
4243,42,main50,26,9.22,794.54,d4243_42_main50_26_mono.wav
3031,31,main50,37,7.13,613.8,d3031_31_main50_37_mono.wav
4041,41,main50,55,5.74,494.46,d4041_41_main50_55_mono.wav
4647,46,main50,54,4.94,425.32,d4647_46_main50_54_mono.wav
3637,36,main50,36,7.02,605.01,d3637_36_main50_36_mono.wav
3839,38,main50,66,4.44,382.14,d3839_38_main50_66_mono.wav
3435,34,main50,62,5.81,500.39,d3435_34_main50_62_mono.wav
5051,51,main50,29,4.8,413.9,d5051_51_main50_29_mono.wav
3031,30,main50,10,4.83,415.86,d3031_30_main50_10_mono.wav
4041,40,main50,72,7.12,613.52,d4041_40_main50_72_mono.wav
4647,47,main50,73,4.97,428.21,d4647_47_main50_73_mono.wav
3637,37,main50,11,5.24,451.34,d3637_37_main50_11_mono.wav
4849,49,main50,1,8.15,702.14,d4849_49_main50_1_mono.wav
3435,34,main50,6,7.96,685.81,d3435_34_main50_6_mono.wav
5051,50,main50,46,5.4,465.48,d5051_50_main50_46_mono.wav
3637,37,main50,59,5.42,466.84,d3637_37_main50_59_mono.wav
3031,30,main50,58,5.18,446.09,d3031_30_main50_58_mono.wav
5051,51,main50,61,6.22,535.87,d5051_51_main50_61_mono.wav
4243,42,main50,8,5.74,494.13,d4243_42_main50_8_mono.wav
4243,43,main50,49,4.75,409.33,d4243_43_main50_49_mono.wav
4445,44,main50,48,4.91,422.58,d4445_44_main50_48_mono.wav
4849,48,main50,78,5.17,445.51,d4849_48_main50_78_mono.wav
5051,51,main50,55,5.32,458.34,d5051_51_main50_55_mono.wav
4647,47,main50,5,4.31,370.89,d4647_47_main50_5_mono.wav
4647,46,main50,28,4.5,387.91,d4647_46_main50_28_mono.wav
4041,41,main50,29,3.84,330.56,d4041_41_main50_29_mono.wav
5051,50,main50,72,8.62,742.75,d5051_50_main50_72_mono.wav
3435,35,main50,39,5.47,471.17,d3435_35_main50_39_mono.wav
3435,34,main50,56,6.3,543.07,d3435_34_main50_56_mono.wav
3839,38,main50,52,5.97,514.2,d3839_38_main50_52_mono.wav
4849,48,main50,30,5.41,465.71,d4849_48_main50_30_mono.wav
4445,44,main50,34,4.2,362.07,d4445_44_main50_34_mono.wav
4243,43,main50,35,3.84,330.88,d4243_43_main50_35_mono.wav
4243,42,main50,80,4.96,427.65,d4243_42_main50_80_mono.wav
3031,30,main50,24,5.51,474.91,d3031_30_main50_24_mono.wav
4041,40,main50,46,6.81,586.21,d4041_40_main50_46_mono.wav
4647,47,main50,47,4.34,373.61,d4647_47_main50_47_mono.wav
3637,37,main50,25,4.41,379.54,d3637_37_main50_25_mono.wav
3435,35,main50,71,4.45,383.03,d3435_35_main50_71_mono.wav
3839,39,main50,75,5.27,453.96,d3839_39_main50_75_mono.wav
4849,49,main50,17,6.35,547.36,d4849_49_main50_17_mono.wav
4445,45,main50,13,3.44,295.99,d4445_45_main50_13_mono.wav
4243,42,main50,12,5.35,461.07,d4243_42_main50_12_mono.wav
4041,41,main50,61,7.34,632.19,d4041_41_main50_61_mono.wav
4647,46,main50,60,5.59,481.31,d4647_46_main50_60_mono.wav
3637,36,main50,4,4.52,389.51,d3637_36_main50_4_mono.wav
4243,42,main50,2,4.47,384.92,d4243_42_main50_2_mono.wav
4243,43,main50,43,6.01,517.38,d4243_43_main50_43_mono.wav
4849,48,main50,46,7.0,603.38,d4849_48_main50_46_mono.wav
4445,44,main50,42,4.14,356.52,d4445_44_main50_42_mono.wav
3435,34,main50,20,4.46,383.91,d3435_34_main50_20_mono.wav
3839,38,main50,24,5.14,442.5,d3839_38_main50_24_mono.wav
3637,37,main50,53,2.8,241.46,d3637_37_main50_53_mono.wav
4647,47,main50,31,6.79,584.49,d4647_47_main50_31_mono.wav
4041,40,main50,30,6.27,540.41,d4041_40_main50_30_mono.wav
3031,30,main50,52,6.16,530.52,d3031_30_main50_52_mono.wav
4243,42,main50,64,6.17,531.78,d4243_42_main50_64_mono.wav
4849,49,main50,61,6.1,525.84,d4849_49_main50_61_mono.wav
4445,45,main50,65,6.95,598.97,d4445_45_main50_65_mono.wav
3637,36,main50,74,4.37,376.43,d3637_36_main50_74_mono.wav
4647,46,main50,16,5.31,457.08,d4647_46_main50_16_mono.wav
4041,41,main50,17,6.09,524.4,d4041_41_main50_17_mono.wav
3031,31,main50,75,4.78,411.43,d3031_31_main50_75_mono.wav
4041,40,main50,78,7.11,612.18,d4041_40_main50_78_mono.wav
4647,47,main50,79,5.92,510.02,d4647_47_main50_79_mono.wav
3435,34,main50,68,5.6,482.16,d3435_34_main50_68_mono.wav
5051,51,main50,23,7.85,676.57,d5051_51_main50_23_mono.wav
5051,50,main50,4,6.29,541.62,d5051_50_main50_4_mono.wav
4849,49,main50,29,3.37,290.43,d4849_49_main50_29_mono.wav
3637,37,main50,29,3.7,319.11,d3637_37_main50_29_mono.wav
3031,30,main50,28,4.86,418.54,d3031_30_main50_28_mono.wav
5051,51,main50,11,6.04,520.28,d5051_51_main50_11_mono.wav
4243,43,main50,39,4.95,426.56,d4243_43_main50_39_mono.wav
4445,44,main50,38,5.27,454.17,d4445_44_main50_38_mono.wav
3839,39,main50,79,6.05,521.53,d3839_39_main50_79_mono.wav
5051,50,main50,36,10.12,871.98,d5051_50_main50_36_mono.wav
4849,48,main50,74,5.12,441.02,d4849_48_main50_74_mono.wav
4445,44,main50,70,4.1,353.43,d4445_44_main50_70_mono.wav
3435,34,main50,12,6.35,547.18,d3435_34_main50_12_mono.wav
3839,38,main50,16,4.37,376.68,d3839_38_main50_16_mono.wav
3839,38,main50,6,7.09,610.8,d3839_38_main50_6_mono.wav
4243,43,main50,71,4.61,396.76,d4243_43_main50_71_mono.wav
5051,51,main50,59,7.09,610.68,d5051_51_main50_59_mono.wav
4445,45,main50,1,5.35,461.0,d4445_45_main50_1_mono.wav
3031,30,main50,60,6.06,521.58,d3031_30_main50_60_mono.wav
3637,37,main50,61,5.69,489.98,d3637_37_main50_61_mono.wav
3031,31,main50,7,5.56,478.84,d3031_31_main50_7_mono.wav
4849,49,main50,53,3.97,342.03,d4849_49_main50_53_mono.wav
4445,45,main50,57,5.87,505.68,d4445_45_main50_57_mono.wav
3435,35,main50,35,3.8,327.19,d3435_35_main50_35_mono.wav
3839,39,main50,31,7.39,636.21,d3839_39_main50_31_mono.wav
4243,42,main50,56,6.19,533.02,d4243_42_main50_56_mono.wav
3435,34,main50,80,5.18,446.23,d3435_34_main50_80_mono.wav
4647,47,main50,9,3.0,258.73,d4647_47_main50_9_mono.wav
4041,41,main50,25,4.14,356.49,d4041_41_main50_25_mono.wav
3031,31,main50,47,4.73,407.15,d3031_31_main50_47_mono.wav
3637,36,main50,46,1.25,107.6,d3637_36_main50_46_mono.wav
4647,46,main50,24,6.17,531.51,d4647_46_main50_24_mono.wav
3435,34,main50,64,3.66,315.6,d3435_34_main50_64_mono.wav
3839,38,main50,60,6.29,541.64,d3839_38_main50_60_mono.wav
5051,50,main50,8,6.74,580.39,d5051_50_main50_8_mono.wav
4647,47,main50,75,4.5,387.86,d4647_47_main50_75_mono.wav
3637,37,main50,17,5.75,495.55,d3637_37_main50_17_mono.wav
3031,30,main50,16,5.22,449.24,d3031_30_main50_16_mono.wav
4041,40,main50,74,5.74,494.24,d4041_40_main50_74_mono.wav
4243,42,main50,20,4.67,402.22,d4243_42_main50_20_mono.wav
3435,35,main50,43,6.11,525.95,d3435_35_main50_43_mono.wav
3839,39,main50,47,4.84,416.69,d3839_39_main50_47_mono.wav
4849,49,main50,25,5.51,474.33,d4849_49_main50_25_mono.wav
4445,45,main50,21,2.97,255.81,d4445_45_main50_21_mono.wav
4647,46,main50,52,5.62,483.9,d4647_46_main50_52_mono.wav
3637,36,main50,30,5.07,436.99,d3637_36_main50_30_mono.wav
3031,31,main50,31,7.3,628.85,d3031_31_main50_31_mono.wav
4041,41,main50,53,4.0,344.84,d4041_41_main50_53_mono.wav
5051,51,main50,67,4.67,402.51,d5051_51_main50_67_mono.wav
3637,36,main50,8,5.6,482.59,d3637_36_main50_8_mono.wav
3839,38,main50,28,5.1,439.71,d3839_38_main50_28_mono.wav
3031,31,main50,79,6.23,536.96,d3031_31_main50_79_mono.wav
3637,36,main50,78,4.94,425.35,d3637_36_main50_78_mono.wav
4849,49,main50,7,6.19,532.88,d4849_49_main50_7_mono.wav
4445,45,main50,69,6.42,553.07,d4445_45_main50_69_mono.wav
4243,42,main50,68,5.42,466.78,d4243_42_main50_68_mono.wav
4041,40,main50,6,8.09,696.73,d4041_40_main50_6_mono.wav
5051,50,main50,40,5.0,430.98,d5051_50_main50_40_mono.wav
4647,47,main50,3,3.0,258.73,d4647_47_main50_3_mono.wav
5051,50,main50,74,6.55,564.62,d5051_50_main50_74_mono.wav
4849,49,main50,59,6.34,545.98,d4849_49_main50_59_mono.wav
3435,34,main50,18,5.97,514.09,d3435_34_main50_18_mono.wav
5051,51,main50,53,3.7,319.12,d5051_51_main50_53_mono.wav
4243,42,main50,14,4.14,356.31,d4243_42_main50_14_mono.wav
3839,39,main50,73,4.6,396.57,d3839_39_main50_73_mono.wav
3435,35,main50,77,6.7,577.18,d3435_35_main50_77_mono.wav
4445,45,main50,15,5.04,433.88,d4445_45_main50_15_mono.wav
4849,49,main50,11,4.87,419.75,d4849_49_main50_11_mono.wav
4647,46,main50,66,6.81,586.26,d4647_46_main50_66_mono.wav
4041,41,main50,67,3.14,270.46,d4041_41_main50_67_mono.wav
4243,43,main50,33,5.9,508.56,d4243_43_main50_33_mono.wav
3839,38,main50,54,4.94,425.32,d3839_38_main50_54_mono.wav
3435,34,main50,50,3.57,307.93,d3435_34_main50_50_mono.wav
4445,44,main50,32,3.51,301.95,d4445_44_main50_32_mono.wav
4849,48,main50,36,7.66,659.49,d4849_48_main50_36_mono.wav
4647,47,main50,41,3.54,304.66,d4647_47_main50_41_mono.wav
3637,37,main50,23,5.22,449.69,d3637_37_main50_23_mono.wav
3031,30,main50,22,3.87,333.21,d3031_30_main50_22_mono.wav
4041,40,main50,40,5.31,457.03,d4041_40_main50_40_mono.wav
4445,45,main50,63,3.0,258.6,d4445_45_main50_63_mono.wav
4849,49,main50,67,4.57,393.9,d4849_49_main50_67_mono.wav
4243,42,main50,62,6.27,540.14,d4243_42_main50_62_mono.wav
4041,41,main50,11,4.71,405.48,d4041_41_main50_11_mono.wav
3031,31,main50,73,4.98,428.96,d3031_31_main50_73_mono.wav
3637,36,main50,72,5.89,507.15,d3637_36_main50_72_mono.wav
4647,46,main50,10,4.47,385.04,d4647_46_main50_10_mono.wav
3637,36,main50,2,5.07,436.61,d3637_36_main50_2_mono.wav
4445,44,main50,44,7.72,665.07,d4445_44_main50_44_mono.wav
4849,48,main50,40,4.2,362.11,d4849_48_main50_40_mono.wav
3839,38,main50,22,3.34,287.62,d3839_38_main50_22_mono.wav
3435,34,main50,26,6.62,570.59,d3435_34_main50_26_mono.wav
4243,42,main50,4,4.64,399.61,d4243_42_main50_4_mono.wav
4243,43,main50,45,4.7,405.25,d4243_43_main50_45_mono.wav
4041,40,main50,36,8.96,771.52,d4041_40_main50_36_mono.wav
3031,30,main50,54,5.37,462.93,d3031_30_main50_54_mono.wav
3637,37,main50,55,4.24,365.13,d3637_37_main50_55_mono.wav
4647,47,main50,37,7.32,630.66,d4647_47_main50_37_mono.wav
4647,46,main50,58,5.17,445.68,d4647_46_main50_58_mono.wav
4041,41,main50,59,6.74,580.45,d4041_41_main50_59_mono.wav
3435,35,main50,49,6.02,518.41,d3435_35_main50_49_mono.wav
5051,50,main50,2,5.17,445.34,d5051_50_main50_2_mono.wav
5051,51,main50,25,5.94,511.73,d5051_51_main50_25_mono.wav
4243,42,main50,40,4.17,359.2,d4243_42_main50_40_mono.wav
4849,49,main50,45,6.24,537.39,d4849_49_main50_45_mono.wav
4445,45,main50,41,3.5,301.73,d4445_45_main50_41_mono.wav
3435,35,main50,23,7.04,606.74,d3435_35_main50_23_mono.wav
3839,39,main50,27,6.62,570.14,d3839_39_main50_27_mono.wav
5051,50,main50,68,8.52,734.22,d5051_50_main50_68_mono.wav
3637,36,main50,50,3.67,316.36,d3637_36_main50_50_mono.wav
4647,46,main50,32,3.77,324.87,d4647_46_main50_32_mono.wav
4041,41,main50,33,6.04,520.02,d4041_41_main50_33_mono.wav
3031,31,main50,51,5.12,440.71,d3031_31_main50_51_mono.wav
4243,43,main50,67,4.01,345.17,d4243_43_main50_67_mono.wav
4849,48,main50,62,5.6,482.58,d4849_48_main50_62_mono.wav
4445,44,main50,66,3.67,316.15,d4445_44_main50_66_mono.wav
3637,37,main50,77,5.72,492.82,d3637_37_main50_77_mono.wav
4647,47,main50,15,4.7,405.13,d4647_47_main50_15_mono.wav
4041,40,main50,14,6.04,520.19,d4041_40_main50_14_mono.wav
3031,30,main50,76,4.07,350.56,d3031_30_main50_76_mono.wav
3031,31,main50,19,4.48,385.72,d3031_31_main50_19_mono.wav
3637,36,main50,18,5.1,439.64,d3637_36_main50_18_mono.wav
3839,39,main50,7,5.38,463.82,d3839_39_main50_7_mono.wav
5051,50,main50,20,4.84,416.62,d5051_50_main50_20_mono.wav
3031,30,main50,6,7.94,684.07,d3031_30_main50_6_mono.wav
3839,38,main50,48,5.84,503.0,d3839_38_main50_48_mono.wav
4647,46,main50,8,4.9,422.35,d4647_46_main50_8_mono.wav
5051,51,main50,9,3.6,310.5,d5051_51_main50_9_mono.wav
5051,50,main50,56,8.69,748.54,d5051_50_main50_56_mono.wav
3839,39,main50,19,4.29,369.21,d3839_39_main50_19_mono.wav
3637,37,main50,49,5.08,437.98,d3637_37_main50_49_mono.wav
3031,30,main50,48,5.14,442.38,d3031_30_main50_48_mono.wav
4243,43,main50,59,7.16,616.38,d4243_43_main50_59_mono.wav
4445,44,main50,58,4.81,413.93,d4445_44_main50_58_mono.wav
5051,51,main50,71,4.47,385.33,d5051_51_main50_71_mono.wav
3435,35,main50,55,4.41,379.62,d3435_35_main50_55_mono.wav
3839,39,main50,51,5.34,459.85,d3839_39_main50_51_mono.wav
4849,49,main50,33,6.24,537.23,d4849_49_main50_33_mono.wav
4445,45,main50,37,7.86,676.64,d4445_45_main50_37_mono.wav
4243,42,main50,36,7.22,622.0,d4243_42_main50_36_mono.wav
3031,31,main50,27,7.04,606.35,d3031_31_main50_27_mono.wav
4041,41,main50,45,4.6,396.56,d4041_41_main50_45_mono.wav
4647,46,main50,44,7.45,642.06,d4647_46_main50_44_mono.wav
3637,36,main50,26,5.99,515.69,d3637_36_main50_26_mono.wav
3637,37,main50,9,2.9,250.15,d3637_37_main50_9_mono.wav
5051,51,main50,39,6.66,573.27,d5051_51_main50_39_mono.wav
3435,34,main50,72,5.91,508.84,d3435_34_main50_72_mono.wav
3839,38,main50,76,4.27,367.88,d3839_38_main50_76_mono.wav
4849,48,main50,14,4.64,399.53,d4849_48_main50_14_mono.wav
4445,44,main50,10,4.27,367.91,d4445_44_main50_10_mono.wav
4243,43,main50,11,4.67,402.39,d4243_43_main50_11_mono.wav
4849,48,main50,6,8.06,694.0,d4849_48_main50_6_mono.wav
4041,41,main50,7,5.27,453.99,d4041_41_main50_7_mono.wav
3435,35,main50,1,5.65,486.57,d3435_35_main50_1_mono.wav
4041,40,main50,62,6.87,591.85,d4041_40_main50_62_mono.wav
4647,47,main50,63,3.3,284.55,d4647_47_main50_63_mono.wav
3839,38,main50,42,4.04,347.92,d3839_38_main50_42_mono.wav
3435,34,main50,46,5.28,454.91,d3435_34_main50_46_mono.wav
4445,44,main50,24,5.35,461.06,d4445_44_main50_24_mono.wav
4849,48,main50,20,4.3,370.7,d4849_48_main50_20_mono.wav
4243,43,main50,25,4.81,413.95,d4243_43_main50_25_mono.wav
4647,46,main50,2,5.17,445.25,d4647_46_main50_2_mono.wav
3637,36,main50,80,4.48,386.11,d3637_36_main50_80_mono.wav
3031,30,main50,34,5.14,442.79,d3031_30_main50_34_mono.wav
4041,40,main50,56,7.39,636.36,d4041_40_main50_56_mono.wav
4647,47,main50,57,4.77,410.76,d4647_47_main50_57_mono.wav
3637,37,main50,35,3.04,261.82,d3637_37_main50_35_mono.wav
3839,39,main50,65,6.82,587.47,d3839_39_main50_65_mono.wav
3435,35,main50,61,6.17,531.33,d3435_35_main50_61_mono.wav
3031,31,main50,13,3.44,296.27,d3031_31_main50_13_mono.wav
4041,41,main50,71,4.57,393.92,d4041_41_main50_71_mono.wav
4647,46,main50,70,4.14,356.36,d4647_46_main50_70_mono.wav
3637,36,main50,12,4.98,429.35,d3637_36_main50_12_mono.wav
5051,51,main50,45,4.44,382.33,d5051_51_main50_45_mono.wav
4849,48,main50,68,6.32,544.51,d4849_48_main50_68_mono.wav
4647,46,main50,38,5.14,442.54,d4647_46_main50_38_mono.wav
4041,41,main50,39,5.04,433.81,d4041_41_main50_39_mono.wav
3435,35,main50,29,4.41,380.06,d3435_35_main50_29_mono.wav
5051,50,main50,62,5.57,479.93,d5051_50_main50_62_mono.wav
4041,40,main50,68,7.39,636.31,d4041_40_main50_68_mono.wav
4647,47,main50,69,5.27,453.9,d4647_47_main50_69_mono.wav
5051,51,main50,33,7.35,633.54,d5051_51_main50_33_mono.wav
3435,34,main50,78,5.22,449.72,d3435_34_main50_78_mono.wav
4243,43,main50,5,5.55,478.46,d4243_43_main50_5_mono.wav
3637,37,main50,3,3.34,287.62,d3637_37_main50_3_mono.wav
4849,49,main50,39,7.99,687.97,d4849_49_main50_39_mono.wav
5051,50,main50,14,6.04,520.14,d5051_50_main50_14_mono.wav
4243,43,main50,53,3.27,281.78,d4243_43_main50_53_mono.wav
4445,44,main50,52,6.22,535.74,d4445_44_main50_52_mono.wav
4849,48,main50,56,5.9,508.51,d4849_48_main50_56_mono.wav
3839,38,main50,34,3.94,339.11,d3839_38_main50_34_mono.wav
3435,34,main50,30,5.61,483.02,d3435_34_main50_30_mono.wav
3637,37,main50,43,7.24,623.68,d3637_37_main50_43_mono.wav
4647,47,main50,21,3.04,261.51,d4647_47_main50_21_mono.wav
4041,40,main50,20,5.69,489.81,d4041_40_main50_20_mono.wav
3031,30,main50,42,4.71,405.42,d3031_30_main50_42_mono.wav
4243,42,main50,74,4.7,405.24,d4243_42_main50_74_mono.wav
4445,45,main50,75,6.45,555.96,d4445_45_main50_75_mono.wav
4849,49,main50,71,4.04,348.01,d4849_49_main50_71_mono.wav
3839,39,main50,13,3.14,270.21,d3839_39_main50_13_mono.wav
3435,35,main50,17,6.66,573.96,d3435_35_main50_17_mono.wav
5051,51,main50,3,3.0,258.76,d5051_51_main50_3_mono.wav
3637,36,main50,64,3.24,278.94,d3637_36_main50_64_mono.wav
3031,31,main50,65,7.1,611.28,d3031_31_main50_65_mono.wav
