dyad,speaker,session,sentence,duration(s),size(K),file_name
0506,6,main50,5,4.96,427.09,d0506_6_main50_5_mono.wav
1920,20,main50,37,8.12,699.01,d1920_20_main50_37_mono.wav
0102,1,main50,62,6.45,555.6,d0102_1_main50_62_mono.wav
1516,15,main50,30,6.7,577.39,d1516_15_main50_30_mono.wav
1314,14,main50,27,6.15,529.93,d1314_14_main50_27_mono.wav
1112,12,main50,17,7.05,607.11,d1112_12_main50_17_mono.wav
0506,5,main50,66,5.42,467.05,d0506_5_main50_66_mono.wav
1516,16,main50,65,7.25,624.33,d1516_16_main50_65_mono.wav
0910,9,main50,36,8.59,739.92,d0910_9_main50_36_mono.wav
0102,2,main50,37,8.11,698.84,d0102_2_main50_37_mono.wav
0506,6,main50,45,5.36,461.46,d0506_6_main50_45_mono.wav
1112,11,main50,34,4.98,429.24,d1112_11_main50_34_mono.wav
0910,10,main50,51,5.52,475.24,d0910_10_main50_51_mono.wav
0102,1,main50,14,5.63,485.31,d0102_1_main50_14_mono.wav
1920,20,main50,41,3.88,334.5,d1920_20_main50_41_mono.wav
1516,16,main50,9,3.59,308.92,d1516_16_main50_9_mono.wav
1718,18,main50,1,5.57,479.63,d1718_18_main50_1_mono.wav
1314,14,main50,51,5.22,449.83,d1314_14_main50_51_mono.wav
1516,15,main50,46,5.91,509.43,d1516_15_main50_46_mono.wav
1314,13,main50,32,2.99,257.41,d1314_13_main50_32_mono.wav
0304,3,main50,8,7.63,657.41,d0304_3_main50_8_mono.wav
1314,14,main50,19,4.05,349.14,d1314_14_main50_19_mono.wav
0910,10,main50,19,5.03,433.46,d0910_10_main50_19_mono.wav
0304,3,main50,64,4.45,383.51,d0304_3_main50_64_mono.wav
1920,19,main50,34,4.17,358.87,d1920_19_main50_34_mono.wav
1112,12,main50,35,4.39,377.74,d1112_12_main50_35_mono.wav
0304,4,main50,25,5.37,462.49,d0304_4_main50_25_mono.wav
0506,5,main50,44,9.12,785.92,d0506_5_main50_44_mono.wav
1718,17,main50,20,4.2,361.8,d1718_17_main50_20_mono.wav
1516,16,main50,47,5.52,475.32,d1516_16_main50_47_mono.wav
0910,9,main50,14,5.87,505.38,d0910_9_main50_14_mono.wav
1314,13,main50,58,4.19,360.85,d1314_13_main50_58_mono.wav
0102,2,main50,15,6.83,588.68,d0102_2_main50_15_mono.wav
1718,18,main50,25,3.6,310.21,d1718_18_main50_25_mono.wav
0506,6,main50,67,4.54,391.0,d0506_6_main50_67_mono.wav
1112,11,main50,16,5.69,489.88,d1112_11_main50_16_mono.wav
0910,10,main50,73,4.95,426.4,d0910_10_main50_73_mono.wav
1920,20,main50,63,4.33,373.34,d1920_20_main50_63_mono.wav
0102,1,main50,36,9.14,786.87,d0102_1_main50_36_mono.wav
1516,15,main50,64,5.1,439.49,d1516_15_main50_64_mono.wav
1314,14,main50,73,4.15,357.84,d1314_14_main50_73_mono.wav
1314,13,main50,10,3.92,337.51,d1314_13_main50_10_mono.wav
1718,17,main50,68,6.02,518.3,d1718_17_main50_68_mono.wav
1112,11,main50,2,5.15,443.54,d1112_11_main50_2_mono.wav
1112,12,main50,5,3.83,330.28,d1112_12_main50_5_mono.wav
0304,3,main50,46,6.85,589.88,d0304_3_main50_46_mono.wav
1920,19,main50,16,4.09,352.07,d1920_19_main50_16_mono.wav
1314,13,main50,66,4.22,363.52,d1314_13_main50_66_mono.wav
1516,16,main50,79,6.7,576.96,d1516_16_main50_79_mono.wav
1112,11,main50,28,5.53,476.53,d1112_11_main50_28_mono.wav
0304,3,main50,30,6.52,561.63,d0304_3_main50_30_mono.wav
1920,19,main50,60,6.39,550.69,d1920_19_main50_60_mono.wav
0506,6,main50,59,7.18,618.3,d0506_6_main50_59_mono.wav
1112,12,main50,43,6.32,544.58,d1112_12_main50_43_mono.wav
1718,17,main50,2,4.8,413.39,d1718_17_main50_2_mono.wav
1718,17,main50,56,5.94,511.24,d1718_17_main50_56_mono.wav
0304,4,main50,53,4.67,401.94,d0304_4_main50_53_mono.wav
0506,5,main50,32,5.42,467.31,d0506_5_main50_32_mono.wav
1516,15,main50,80,6.44,554.35,d1516_15_main50_80_mono.wav
0910,9,main50,62,5.28,455.0,d0910_9_main50_62_mono.wav
1516,16,main50,31,7.83,674.38,d1516_16_main50_31_mono.wav
0102,2,main50,63,4.21,363.09,d0102_2_main50_63_mono.wav
1920,19,main50,28,4.6,395.99,d1920_19_main50_28_mono.wav
1718,18,main50,53,2.95,254.39,d1718_18_main50_53_mono.wav
0506,6,main50,11,6.32,544.83,d0506_6_main50_11_mono.wav
0304,3,main50,78,7.13,614.51,d0304_3_main50_78_mono.wav
1112,11,main50,60,6.95,598.67,d1112_11_main50_60_mono.wav
0102,1,main50,40,4.83,416.32,d0102_1_main50_40_mono.wav
0102,2,main50,9,3.58,308.57,d0102_2_main50_9_mono.wav
1920,20,main50,15,5.0,430.79,d1920_20_main50_15_mono.wav
1516,15,main50,12,7.45,641.47,d1516_15_main50_12_mono.wav
0910,10,main50,31,8.53,734.5,d0910_10_main50_31_mono.wav
1112,11,main50,54,5.9,508.31,d1112_11_main50_54_mono.wav
1718,18,main50,67,3.72,320.37,d1718_18_main50_67_mono.wav
0506,6,main50,25,7.23,622.44,d0506_6_main50_25_mono.wav
1314,14,main50,31,6.37,548.79,d1314_14_main50_31_mono.wav
1516,15,main50,26,9.52,819.68,d1516_15_main50_26_mono.wav
0102,1,main50,74,6.15,529.76,d0102_1_main50_74_mono.wav
1920,20,main50,21,3.33,287.21,d1920_20_main50_21_mono.wav
1718,17,main50,62,6.35,546.9,d1718_17_main50_62_mono.wav
0304,4,main50,67,4.43,382.04,d0304_4_main50_67_mono.wav
1112,11,main50,8,5.9,508.14,d1112_11_main50_8_mono.wav
1112,12,main50,77,5.8,499.44,d1112_12_main50_77_mono.wav
0102,2,main50,57,6.9,594.27,d0102_2_main50_57_mono.wav
0910,9,main50,56,6.25,538.03,d0910_9_main50_56_mono.wav
1920,20,main50,69,6.21,535.36,d1920_20_main50_69_mono.wav
1314,14,main50,79,5.24,451.21,d1314_14_main50_79_mono.wav
1920,19,main50,54,4.67,402.11,d1920_19_main50_54_mono.wav
0910,10,main50,79,6.59,567.31,d0910_10_main50_79_mono.wav
1314,13,main50,52,5.44,468.35,d1314_13_main50_52_mono.wav
0102,2,main50,3,4.47,385.06,d0102_2_main50_3_mono.wav
1516,15,main50,18,7.78,670.24,d1516_15_main50_18_mono.wav
1718,18,main50,59,5.05,435.01,d1718_18_main50_59_mono.wav
1920,19,main50,22,3.77,324.68,d1920_19_main50_22_mono.wav
0304,3,main50,72,7.3,628.55,d0304_3_main50_72_mono.wav
0910,9,main50,68,6.57,566.28,d0910_9_main50_68_mono.wav
0910,10,main50,5,6.14,528.55,d0910_10_main50_5_mono.wav
1314,13,main50,24,4.54,390.83,d1314_13_main50_24_mono.wav
0102,2,main50,69,8.93,769.38,d0102_2_main50_69_mono.wav
1718,17,main50,8,4.73,407.54,d1718_17_main50_8_mono.wav
1112,12,main50,49,5.3,456.46,d1112_12_main50_49_mono.wav
0304,4,main50,5,5.72,492.64,d0304_4_main50_5_mono.wav
0102,1,main50,4,5.72,492.29,d0102_1_main50_4_mono.wav
0304,4,main50,59,7.47,643.28,d0304_4_main50_59_mono.wav
0506,5,main50,38,7.39,636.74,d0506_5_main50_38_mono.wav
1112,11,main50,22,4.44,382.04,d1112_11_main50_22_mono.wav
0910,10,main50,47,6.0,516.84,d0910_10_main50_47_mono.wav
1718,18,main50,11,4.25,366.19,d1718_18_main50_11_mono.wav
0506,6,main50,53,4.1,353.53,d0506_6_main50_53_mono.wav
1516,15,main50,50,4.35,374.81,d1516_15_main50_50_mono.wav
1314,14,main50,47,4.32,372.05,d1314_14_main50_47_mono.wav
1920,20,main50,57,5.4,465.07,d1920_20_main50_57_mono.wav
0304,4,main50,11,5.72,492.46,d0304_4_main50_11_mono.wav
0506,5,main50,70,3.8,327.52,d0506_5_main50_70_mono.wav
1718,17,main50,14,4.27,367.48,d1718_17_main50_14_mono.wav
0102,2,main50,21,4.47,384.88,d0102_2_main50_21_mono.wav
1314,14,main50,1,6.18,532.52,d1314_14_main50_1_mono.wav
1516,16,main50,73,5.62,483.85,d1516_16_main50_73_mono.wav
0910,9,main50,20,5.15,443.63,d0910_9_main50_20_mono.wav
1718,18,main50,23,5.68,489.36,d1718_18_main50_23_mono.wav
0910,9,main50,80,4.95,426.77,d0910_9_main50_80_mono.wav
1920,19,main50,58,4.88,420.8,d1920_19_main50_58_mono.wav
0506,6,main50,61,7.21,620.8,d0506_6_main50_61_mono.wav
1112,11,main50,10,6.4,551.38,d1112_11_main50_10_mono.wav
0910,10,main50,75,4.6,396.17,d0910_10_main50_75_mono.wav
0102,1,main50,30,6.7,577.48,d0102_1_main50_30_mono.wav
1920,20,main50,65,7.06,608.23,d1920_20_main50_65_mono.wav
1314,14,main50,75,4.52,389.54,d1314_14_main50_75_mono.wav
1516,15,main50,62,6.71,578.42,d1516_15_main50_62_mono.wav
1112,12,main50,33,5.65,486.78,d1112_12_main50_33_mono.wav
1718,17,main50,26,6.37,548.45,d1718_17_main50_26_mono.wav
0304,4,main50,23,7.48,644.75,d0304_4_main50_23_mono.wav
0506,5,main50,42,4.67,402.54,d0506_5_main50_42_mono.wav
1516,16,main50,41,4.05,348.88,d1516_16_main50_41_mono.wav
0910,9,main50,12,6.56,565.33,d0910_9_main50_12_mono.wav
0102,2,main50,13,4.18,360.42,d0102_2_main50_13_mono.wav
1112,12,main50,3,2.9,250.0,d1112_12_main50_3_mono.wav
0102,1,main50,78,6.32,544.06,d0102_1_main50_78_mono.wav
1112,11,main50,58,5.82,501.16,d1112_11_main50_58_mono.wav
0304,3,main50,40,5.23,450.78,d0304_3_main50_40_mono.wav
1920,19,main50,10,4.92,423.47,d1920_19_main50_10_mono.wav
0506,6,main50,29,3.94,339.41,d0506_6_main50_29_mono.wav
1314,13,main50,16,3.66,315.12,d1314_13_main50_16_mono.wav
1112,11,main50,4,5.36,462.14,d1112_11_main50_4_mono.wav
0304,3,main50,36,8.28,713.48,d0304_3_main50_36_mono.wav
1920,19,main50,66,4.07,350.35,d1920_19_main50_66_mono.wav
1314,13,main50,60,5.56,478.68,d1314_13_main50_60_mono.wav
1718,17,main50,18,5.85,503.75,d1718_17_main50_18_mono.wav
1718,18,main50,55,4.05,348.79,d1718_18_main50_55_mono.wav
0506,6,main50,17,6.42,553.02,d0506_6_main50_17_mono.wav
1112,11,main50,66,5.02,432.17,d1112_11_main50_66_mono.wav
1920,20,main50,13,3.27,281.61,d1920_20_main50_13_mono.wav
0102,1,main50,46,6.08,523.73,d0102_1_main50_46_mono.wav
1516,15,main50,14,5.86,505.21,d1516_15_main50_14_mono.wav
0102,1,main50,8,7.13,614.51,d0102_1_main50_8_mono.wav
1718,17,main50,4,4.07,350.35,d1718_17_main50_4_mono.wav
1112,12,main50,45,4.85,417.96,d1112_12_main50_45_mono.wav
0304,4,main50,9,3.75,323.04,d0304_4_main50_9_mono.wav
0304,4,main50,55,5.22,449.66,d0304_4_main50_55_mono.wav
0506,5,main50,34,4.84,416.67,d0506_5_main50_34_mono.wav
1718,17,main50,50,3.42,294.36,d1718_17_main50_50_mono.wav
0910,9,main50,64,3.56,306.33,d0910_9_main50_64_mono.wav
1516,16,main50,37,9.0,775.32,d1516_16_main50_37_mono.wav
1314,13,main50,28,4.32,372.14,d1314_13_main50_28_mono.wav
0102,2,main50,65,6.53,562.4,d0102_2_main50_65_mono.wav
0910,10,main50,9,4.52,389.11,d0910_10_main50_9_mono.wav
0304,4,main50,61,6.03,519.6,d0304_4_main50_61_mono.wav
1718,17,main50,64,3.45,297.37,d1718_17_main50_64_mono.wav
1112,12,main50,71,4.95,426.57,d1112_12_main50_71_mono.wav
0102,2,main50,51,5.5,473.95,d0102_2_main50_51_mono.wav
0910,9,main50,50,4.44,382.13,d0910_9_main50_50_mono.wav
0910,10,main50,37,7.17,617.96,d0910_10_main50_37_mono.wav
1112,11,main50,52,8.88,765.07,d1112_11_main50_52_mono.wav
1718,18,main50,61,4.73,407.71,d1718_18_main50_61_mono.wav
0506,6,main50,23,6.61,569.12,d0506_6_main50_23_mono.wav
1516,15,main50,20,5.7,490.83,d1516_15_main50_20_mono.wav
1112,12,main50,9,3.63,313.13,d1112_12_main50_9_mono.wav
1314,14,main50,37,5.95,512.88,d1314_14_main50_37_mono.wav
1920,20,main50,27,6.5,559.99,d1920_20_main50_27_mono.wav
0102,1,main50,72,7.57,651.72,d0102_1_main50_72_mono.wav
0910,9,main50,18,6.4,551.03,d0910_9_main50_18_mono.wav
1314,13,main50,54,4.84,416.84,d1314_13_main50_54_mono.wav
0102,2,main50,19,6.02,518.22,d0102_2_main50_19_mono.wav
1112,12,main50,39,5.16,444.75,d1112_12_main50_39_mono.wav
0304,4,main50,29,4.55,392.12,d0304_4_main50_29_mono.wav
0506,5,main50,48,6.14,528.98,d0506_5_main50_48_mono.wav
1516,15,main50,68,6.97,599.96,d1516_15_main50_68_mono.wav
1920,19,main50,52,6.16,530.96,d1920_19_main50_52_mono.wav
1718,18,main50,29,3.79,326.14,d1718_18_main50_29_mono.wav
1314,13,main50,22,2.87,247.33,d1314_13_main50_22_mono.wav
0910,10,main50,3,4.07,350.43,d0910_10_main50_3_mono.wav
0102,1,main50,2,7.01,604.18,d0102_1_main50_2_mono.wav
0304,4,main50,3,3.93,338.8,d0304_4_main50_3_mono.wav
0102,2,main50,5,6.2,534.07,d0102_2_main50_5_mono.wav
1920,20,main50,19,5.4,464.9,d1920_20_main50_19_mono.wav
1920,19,main50,24,5.88,506.85,d1920_19_main50_24_mono.wav
0304,3,main50,74,5.93,511.07,d0304_3_main50_74_mono.wav
1718,17,main50,12,5.4,464.99,d1718_17_main50_12_mono.wav
0304,4,main50,17,6.88,592.89,d0304_4_main50_17_mono.wav
0506,5,main50,76,3.87,333.46,d0506_5_main50_76_mono.wav
0102,2,main50,27,7.53,648.79,d0102_2_main50_27_mono.wav
1516,16,main50,75,4.77,410.55,d1516_16_main50_75_mono.wav
0910,9,main50,26,7.8,671.71,d0910_9_main50_26_mono.wav
1314,14,main50,7,4.44,382.21,d1314_14_main50_7_mono.wav
1112,11,main50,24,6.18,532.52,d1112_11_main50_24_mono.wav
0910,10,main50,41,4.02,345.95,d0910_10_main50_41_mono.wav
1718,18,main50,17,5.52,475.32,d1718_18_main50_17_mono.wav
0506,6,main50,55,4.99,429.85,d0506_6_main50_55_mono.wav
1718,17,main50,80,4.34,373.6,d1718_17_main50_80_mono.wav
1314,14,main50,41,3.32,286.09,d1314_14_main50_41_mono.wav
1516,15,main50,56,7.91,681.7,d1516_15_main50_56_mono.wav
1920,20,main50,51,5.29,455.26,d1920_20_main50_51_mono.wav
1920,20,main50,3,3.38,291.52,d1920_20_main50_3_mono.wav
1718,17,main50,78,5.33,459.47,d1718_17_main50_78_mono.wav
0304,3,main50,56,7.67,660.25,d0304_3_main50_56_mono.wav
0506,6,main50,9,3.24,278.94,d0506_6_main50_9_mono.wav
0506,5,main50,54,5.82,501.59,d0506_5_main50_54_mono.wav
0304,4,main50,35,4.77,410.81,d0304_4_main50_35_mono.wav
1718,17,main50,30,5.0,430.88,d1718_17_main50_30_mono.wav
1112,12,main50,25,4.47,384.97,d1112_12_main50_25_mono.wav
1314,13,main50,48,4.84,416.93,d1314_13_main50_48_mono.wav
1516,16,main50,57,5.42,466.54,d1516_16_main50_57_mono.wav
0910,10,main50,63,4.01,345.87,d0910_10_main50_63_mono.wav
0506,6,main50,77,5.92,510.21,d0506_6_main50_77_mono.wav
1718,18,main50,35,3.8,327.69,d1718_18_main50_35_mono.wav
1516,15,main50,74,5.98,515.38,d1516_15_main50_74_mono.wav
1314,14,main50,63,2.85,245.78,d1314_14_main50_63_mono.wav
1920,20,main50,73,4.58,394.79,d1920_20_main50_73_mono.wav
0102,1,main50,26,8.33,717.79,d0102_1_main50_26_mono.wav
1718,17,main50,46,4.78,411.84,d1718_17_main50_46_mono.wav
0506,5,main50,22,5.07,437.0,d0506_5_main50_22_mono.wav
0304,3,main50,4,5.43,468.0,d0304_3_main50_4_mono.wav
0304,4,main50,43,7.15,616.06,d0304_4_main50_43_mono.wav
1112,12,main50,53,3.02,259.82,d1112_12_main50_53_mono.wav
0102,2,main50,73,6.05,521.23,d0102_2_main50_73_mono.wav
0910,9,main50,72,5.48,472.14,d0910_9_main50_72_mono.wav
1516,16,main50,21,3.82,328.9,d1516_16_main50_21_mono.wav
0304,3,main50,68,6.95,598.58,d0304_3_main50_68_mono.wav
0910,10,main50,15,5.12,440.7,d0910_10_main50_15_mono.wav
1112,11,main50,70,4.72,406.25,d1112_11_main50_70_mono.wav
1920,19,main50,38,6.7,577.3,d1920_19_main50_38_mono.wav
1718,18,main50,43,5.39,463.96,d1718_18_main50_43_mono.wav
1314,14,main50,15,4.25,366.45,d1314_14_main50_15_mono.wav
0102,1,main50,50,4.25,366.11,d0102_1_main50_50_mono.wav
1516,16,main50,69,6.43,554.13,d1516_16_main50_69_mono.wav
1314,13,main50,76,3.77,324.85,d1314_13_main50_76_mono.wav
1516,15,main50,2,6.3,542.59,d1516_15_main50_2_mono.wav
1516,16,main50,5,5.42,466.62,d1516_16_main50_5_mono.wav
0102,1,main50,18,6.18,532.6,d0102_1_main50_18_mono.wav
0506,6,main50,49,7.12,613.39,d0506_6_main50_49_mono.wav
1920,19,main50,70,4.0,344.57,d1920_19_main50_70_mono.wav
1112,11,main50,38,6.79,584.54,d1112_11_main50_38_mono.wav
0304,3,main50,20,6.0,516.67,d0304_3_main50_20_mono.wav
1314,14,main50,69,4.99,429.5,d1314_14_main50_69_mono.wav
1920,20,main50,79,5.92,509.61,d1920_20_main50_79_mono.wav
0910,10,main50,69,6.39,550.61,d0910_10_main50_69_mono.wav
0304,3,main50,14,5.5,473.95,d0304_3_main50_14_mono.wav
1920,19,main50,44,7.41,638.63,d1920_19_main50_44_mono.wav
1314,13,main50,42,4.16,357.93,d1314_13_main50_42_mono.wav
0506,6,main50,35,6.64,572.31,d0506_6_main50_35_mono.wav
1718,18,main50,77,5.22,449.4,d1718_18_main50_77_mono.wav
0506,6,main50,3,3.87,333.63,d0506_6_main50_3_mono.wav
0910,10,main50,21,3.9,335.96,d0910_10_main50_21_mono.wav
1112,11,main50,44,9.38,807.79,d1112_11_main50_44_mono.wav
0102,1,main50,64,4.29,369.38,d0102_1_main50_64_mono.wav
1920,20,main50,31,6.93,596.94,d1920_20_main50_31_mono.wav
1314,14,main50,21,2.7,232.77,d1314_14_main50_21_mono.wav
1516,15,main50,36,9.68,833.98,d1516_15_main50_36_mono.wav
1920,20,main50,9,3.1,267.05,d1920_20_main50_9_mono.wav
1112,12,main50,67,3.25,280.23,d1112_12_main50_67_mono.wav
1718,17,main50,72,6.3,542.59,d1718_17_main50_72_mono.wav
0506,5,main50,16,6.43,553.62,d0506_5_main50_16_mono.wav
0304,4,main50,77,6.18,532.6,d0304_4_main50_77_mono.wav
0910,9,main50,46,5.66,487.81,d0910_9_main50_46_mono.wav
1516,16,main50,15,5.87,505.38,d1516_16_main50_15_mono.wav
0506,5,main50,4,4.85,418.05,d0506_5_main50_4_mono.wav
0102,2,main50,47,5.99,515.55,d0102_2_main50_47_mono.wav
0506,6,main50,43,6.89,593.5,d0506_6_main50_43_mono.wav
1112,11,main50,32,5.35,460.85,d1112_11_main50_32_mono.wav
0910,10,main50,57,6.36,548.28,d0910_10_main50_57_mono.wav
1920,20,main50,47,4.6,396.43,d1920_20_main50_47_mono.wav
0102,1,main50,12,6.75,581.18,d0102_1_main50_12_mono.wav
1516,15,main50,40,6.5,559.73,d1516_15_main50_40_mono.wav
1718,18,main50,7,4.53,390.31,d1718_18_main50_7_mono.wav
1314,14,main50,57,4.3,370.67,d1314_14_main50_57_mono.wav
1516,15,main50,8,7.0,602.8,d1516_15_main50_8_mono.wav
1112,12,main50,11,4.2,361.71,d1112_12_main50_11_mono.wav
0102,1,main50,80,5.36,461.98,d0102_1_main50_80_mono.wav
0506,5,main50,60,5.18,446.56,d0506_5_main50_60_mono.wav
1516,16,main50,63,3.75,323.04,d1516_16_main50_63_mono.wav
0910,9,main50,30,6.6,568.95,d0910_9_main50_30_mono.wav
0102,2,main50,31,8.29,714.43,d0102_2_main50_31_mono.wav
0304,3,main50,62,5.83,502.28,d0304_3_main50_62_mono.wav
1718,18,main50,49,4.82,414.77,d1718_18_main50_49_mono.wav
1920,19,main50,32,3.54,304.61,d1920_19_main50_32_mono.wav
1920,19,main50,6,6.78,584.2,d1920_19_main50_6_mono.wav
0102,2,main50,79,8.22,707.79,d0102_2_main50_79_mono.wav
1314,13,main50,34,3.64,313.31,d1314_13_main50_34_mono.wav
0910,9,main50,78,6.02,518.3,d0910_9_main50_78_mono.wav
0506,5,main50,28,6.86,590.57,d0506_5_main50_28_mono.wav
0304,4,main50,49,6.75,581.27,d0304_4_main50_49_mono.wav
1112,12,main50,59,5.38,463.7,d1112_12_main50_59_mono.wav
1516,15,main50,24,6.9,594.19,d1516_15_main50_24_mono.wav
1314,14,main50,33,5.6,482.64,d1314_14_main50_33_mono.wav
1920,20,main50,23,6.76,582.73,d1920_20_main50_23_mono.wav
0102,1,main50,76,5.27,453.88,d0102_1_main50_76_mono.wav
1112,11,main50,56,7.47,643.2,d1112_11_main50_56_mono.wav
0910,10,main50,33,9.4,809.61,d0910_10_main50_33_mono.wav
0506,6,main50,27,6.74,580.4,d0506_6_main50_27_mono.wav
1718,18,main50,65,5.52,475.07,d1718_18_main50_65_mono.wav
0102,2,main50,55,6.02,518.48,d0102_2_main50_55_mono.wav
1314,13,main50,18,5.32,458.36,d1314_13_main50_18_mono.wav
0910,9,main50,54,4.78,412.1,d0910_9_main50_54_mono.wav
0304,4,main50,65,8.56,737.77,d0304_4_main50_65_mono.wav
1718,17,main50,60,5.55,477.91,d1718_17_main50_60_mono.wav
1112,12,main50,75,4.47,384.8,d1112_12_main50_75_mono.wav
1920,19,main50,56,6.25,538.37,d1920_19_main50_56_mono.wav
1718,17,main50,28,4.45,383.16,d1718_17_main50_28_mono.wav
1314,13,main50,50,3.54,304.87,d1314_13_main50_50_mono.wav
0506,6,main50,19,4.99,429.59,d0506_6_main50_19_mono.wav
1920,19,main50,20,4.45,383.42,d1920_19_main50_20_mono.wav
1112,11,main50,68,7.37,634.5,d1112_11_main50_68_mono.wav
0304,3,main50,70,5.05,434.93,d0304_3_main50_70_mono.wav
0102,2,main50,1,6.48,558.55,d0102_2_main50_1_mono.wav
0102,1,main50,48,5.62,483.85,d0102_1_main50_48_mono.wav
0102,1,main50,6,8.53,735.19,d0102_1_main50_6_mono.wav
0304,4,main50,7,6.33,545.44,d0304_4_main50_7_mono.wav
1516,16,main50,39,6.48,558.27,d1516_16_main50_39_mono.wav
1314,13,main50,26,6.54,563.44,d1314_13_main50_26_mono.wav
0910,10,main50,7,5.9,507.97,d0910_10_main50_7_mono.wav
1314,14,main50,45,5.07,437.08,d1314_14_main50_45_mono.wav
1516,15,main50,52,8.08,695.91,d1516_15_main50_52_mono.wav
1920,20,main50,55,5.22,449.31,d1920_20_main50_55_mono.wav
0304,3,main50,38,7.02,604.52,d0304_3_main50_38_mono.wav
0910,10,main50,45,6.39,550.26,d0910_10_main50_45_mono.wav
